PLU|DC|WILAYAH|FLAGPROD|MINOR|TIPE_GDG
20036713|G097|MDO||1|
20036738|G097|MDO||0|
20036752|G097|MDO||1|
20036764|G097|MDO||1|
20036765|G097|MDO||1|
20036783|G097|MDO||1|
20036808|G097|MDO||8|
20036827|G097|MDO||1|
20036865|G097|MDO||1|
20036871|G097|MDO||20|
20036872|G097|MDO||20|
20036874|G097|MDO||20|
20036892|G097|MDO||2|
20036893|G097|MDO||2|
20036969|G097|MDO||1|
20037011|G097|MDO|TBO=Y|1|
20037014|G097|MDO|TBO=Y|1|
20037021|G097|MDO||2|
20037022|G097|MDO||1|
20037027|G097|MDO||1|
20037029|G097|MDO|TBO=N|1|
20037030|G097|MDO|TBO=N|1|
20037035|G097|MDO|TBO=Y|1|
20037036|G097|MDO|TBO=Y|1|
20037037|G097|MDO|TBO=Y|1|
20037042|G097|MDO||12|
20037043|G097|MDO||12|
20037044|G097|MDO||12|
20037058|G097|MDO||1|
20037096|G097|MDO||2|
20037097|G097|MDO||1|
20037098|G097|MDO||1|
20037128|G097|MDO|TBO=N|1|
20037136|G097|MDO||3|
20037137|G097|MDO||1|
20037138|G097|MDO||2|
20037144|G097|MDO||2|
20037147|G097|MDO|TBO=Y|1|
20037149|G097|MDO|TBO=Y|1|
20037150|G097|MDO|TBO=Y|4|
20037152|G097|MDO||2|
20037153|G097|MDO|TBO=N|2|
20037159|G097|MDO||1|
20037179|G097|MDO|TBO=N|32|
20037203|G097|MDO||1|
20037215|G097|MDO||1|
20037222|G097|MDO||1|
20037320|G097|MDO||1|
20037326|G097|MDO|TBO=N|10|
20037329|G097|MDO||1|
20037333|G097|MDO||2|
20037353|G097|MDO||2|
20037379|G097|MDO|TBO=N|1|
20037413|G097|MDO|TBO=N|2|
20037423|G097|MDO||1|
20037446|G097|MDO|TBO=N|1|
20037460|G097|MDO||1|
20037475|G097|MDO||1|
20037488|G097|MDO||1|
20037502|G097|MDO||2|
20037506|G097|MDO|TBO=Y|2|
20037534|G097|MDO||0|
20037535|G097|MDO||2|
20037559|G097|MDO||1|
20037565|G097|MDO|TBO=N|12|
20037566|G097|MDO||12|
20037588|G097|MDO|TBO=Y|10|
20037600|G097|MDO||0|
20037605|G097|MDO|TBO=Y|0|
20037607|G097|MDO||4|
20037608|G097|MDO|TBO=Y|1|
20037618|G097|MDO|TBO=N|30|
20037642|G097|MDO||1|
20037676|G097|MDO||1|
20037703|G097|MDO|TBO=Y|24|
20037805|G097|MDO|BAP=Y|1|
20037806|G097|MDO|BAP=Y|1|
20037810|G097|MDO||0|
20037815|G097|MDO|BAP=Y|1|
20037823|G097|MDO||1|
20037842|G097|MDO|TBO=Y|2|
20037849|G097|MDO|TBO=N|2|
20037850|G097|MDO|TBO=N|1|
20037974|G097|MDO|TBO=Y|2|
20037976|G097|MDO||2|C
20037980|G097|MDO||2|
20037986|G097|MDO||1|
20038013|G097|MDO||1|
20038020|G097|MDO|TBO=N|1|
20038032|G097|MDO||1|
20038033|G097|MDO||1|
20038042|G097|MDO||1|
20038126|G097|MDO||1|
20038127|G097|MDO||1|
20038135|G097|MDO||1|
20038136|G097|MDO||1|
20038143|G097|MDO||10|
20038146|G097|MDO||1|
20038150|G097|MDO||1|
20038184|G097|MDO||1|
20038185|G097|MDO||2|
20038196|G097|MDO|BAP=Y|1|
20038203|G097|MDO||1|
20038224|G097|MDO||1|
20038229|G097|MDO||1|
20038286|G097|MDO|TBO=Y|1|
20038292|G097|MDO||1|
20038425|G097|MDO||2|
20038427|G097|MDO||1|
20038430|G097|MDO|TBO=N|2|
20038448|G097|MDO||2|
20038469|G097|MDO||0|
20038473|G097|MDO|TBO=Y|1|
20038475|G097|MDO||0|
20038491|G097|MDO||1|
20038548|G097|MDO||2|
20038549|G097|MDO||1|
20038558|G097|MDO||1|
20038559|G097|MDO||1|
20038570|G097|MDO||1|
20038650|G097|MDO||1|
20038693|G097|MDO||1|
20038697|G097|MDO|TBO=Y|1|
20038720|G097|MDO||1|
20038726|G097|MDO||4|
20038758|G097|MDO||1|
20038763|G097|MDO||1|
20038764|G097|MDO||1|
20038765|G097|MDO||1|
20038766|G097|MDO||1|
20038767|G097|MDO||1|
20038770|G097|MDO||1|
20038777|G097|MDO||1|
20038778|G097|MDO|TBO=N|1|
20038884|G097|MDO|TBO=N|1|
20038934|G097|MDO||1|
20038945|G097|MDO||1|C
20038946|G097|MDO|TBO=N|1|
20038951|G097|MDO||1|C
20038953|G097|MDO||0|
20038957|G097|MDO|TBO=N|1|
20038958|G097|MDO|TBO=N|2|
20038960|G097|MDO|TBO=Y|0|
20038963|G097|MDO||1|
20038976|G097|MDO|BAP=Y|1000|
20038979|G097|MDO|BAP=Y,TBO=Y|1000|
20038986|G097|MDO||1|
20038988|G097|MDO||1|
20039011|G097|MDO||1|
20039012|G097|MDO||1|
20039013|G097|MDO||1|
20039113|G097|MDO||6|
20039114|G097|MDO||6|
20039116|G097|MDO||6|
20039118|G097|MDO||0|
20039132|G097|MDO|BAP=Y|1000|
20039133|G097|MDO|BAP=Y|1000|
20039152|G097|MDO||1|
20039153|G097|MDO||1|
20039156|G097|MDO||2|
20039161|G097|MDO||1|
20039166|G097|MDO||1|
20039178|G097|MDO||10|
20039183|G097|MDO||1|
20039235|G097|MDO||2|
20039339|G097|MDO|TBO=Y|1|
20039420|G097|MDO||1|
20039421|G097|MDO||1|
20039422|G097|MDO||1|
20039423|G097|MDO|TBO=N|1|
20039424|G097|MDO|TBO=N|1|
20039448|G097|MDO||1|C
20039449|G097|MDO||1|C
20039450|G097|MDO||1|C
20039494|G097|MDO||2|
20039541|G097|MDO|TBO=Y|4|
20039548|G097|MDO||1|
20039608|G097|MDO||1|
20039610|G097|MDO||3|
20039621|G097|MDO||1|
20039636|G097|MDO|TBO=Y|24|
20039637|G097|MDO|TBO=Y|24|
20039638|G097|MDO|TBO=Y|24|
20039646|G097|MDO||1|C
20039650|G097|MDO||1|
20039692|G097|MDO|TBO=Y|1|
20039702|G097|MDO||1|C
20039715|G097|MDO||2|
20039717|G097|MDO||4|
20039725|G097|MDO|TBO=Y|1|C
20039727|G097|MDO||1|
20039728|G097|MDO||1|
20039732|G097|MDO||24|
20039784|G097|MDO||1|
20039821|G097|MDO||0|
20039822|G097|MDO|BAP=Y,TBO=Y|1|
20039823|G097|MDO|BAP=Y|10|
20039866|G097|MDO||1|
20039871|G097|MDO||0|
20039905|G097|MDO||1|
20039963|G097|MDO||0|
20040062|G097|MDO||1|
20040067|G097|MDO|TBO=Y|2|
20040081|G097|MDO|TBO=Y|0|
20040083|G097|MDO|TBO=Y|0|
20040096|G097|MDO||1|
20040153|G097|MDO|TBO=N|12|
20040194|G097|MDO||1|
20040217|G097|MDO||1|
20040236|G097|MDO|BAP=Y|1|
20040239|G097|MDO|BAP=Y|1|
20040243|G097|MDO|BAP=Y|1|
20040276|G097|MDO||24|
20040283|G097|MDO||1|
20040293|G097|MDO|TBO=N|2|
20040294|G097|MDO|TBO=N|10|
20040295|G097|MDO|TBO=N|1|
20040296|G097|MDO|TBO=N|2|
20040297|G097|MDO|TBO=N|1|
20040298|G097|MDO|TBO=N|2|
20040299|G097|MDO|TBO=N|3|
20040300|G097|MDO|TBO=N|3|
20040301|G097|MDO|TBO=N|1|
20040302|G097|MDO|TBO=N|1|
20040303|G097|MDO||1|
20040306|G097|MDO||1|
20040312|G097|MDO|TBO=N|3|
20040315|G097|MDO||1|
20040340|G097|MDO||3|
20040341|G097|MDO||1|
20040383|G097|MDO|TBO=N|24|
20040414|G097|MDO|TBO=Y|2|
20040434|G097|MDO||1|
20040435|G097|MDO||2|
20040458|G097|MDO||1|
20040484|G097|MDO|TBO=N|1|
20040485|G097|MDO|TBO=N|1|
20040486|G097|MDO|TBO=N|1|
20040501|G097|MDO|TBO=Y|1|
20040504|G097|MDO||1|
20040510|G097|MDO||20|
20040528|G097|MDO||2|
20040539|G097|MDO||1|
20040540|G097|MDO||1|
20040542|G097|MDO||1|
20040546|G097|MDO||1|
20040547|G097|MDO||1|
20040575|G097|MDO|TBO=N|6|
20040608|G097|MDO||1|
20040609|G097|MDO||1|
20040611|G097|MDO||1|
20040614|G097|MDO|TBO=N|1|
20040678|G097|MDO||1|
20040679|G097|MDO||1|
20040680|G097|MDO||1|
20040681|G097|MDO||1|
20040682|G097|MDO||1|
20040690|G097|MDO||1|
20040697|G097|MDO|TBO=N|4|
20040702|G097|MDO||2|
20040705|G097|MDO||1|
20040708|G097|MDO||1|
20040710|G097|MDO||1|
20040719|G097|MDO|TBO=N|5|
20040738|G097|MDO||1|
20040833|G097|MDO|TBO=Y|5|
20040844|G097|MDO||1|
20040845|G097|MDO|TBO=Y|1|
20040847|G097|MDO||1|
20040889|G097|MDO||1|
20040891|G097|MDO||1|
20040893|G097|MDO|BAP=Y,TBO=N|1|
20040894|G097|MDO|BAP=Y,TBO=N|1|
20040895|G097|MDO|BAP=Y|500|
20040896|G097|MDO|BAP=Y|700|
20040897|G097|MDO|BAP=Y,TBO=N|1000|
20040898|G097|MDO|BAP=Y,TBO=N|500|
20040899|G097|MDO||0|
20040901|G097|MDO|BAP=Y|242|
20040926|G097|MDO||1|
20040927|G097|MDO|TBO=N|2|
20040928|G097|MDO|TBO=N|2|
20040929|G097|MDO|TBO=N|1|
20040930|G097|MDO|TBO=N|1|
20040933|G097|MDO||1|
20040941|G097|MDO||1|
20040959|G097|MDO|TBO=N|1|
20041018|G097|MDO|BAP=Y|2|
20041057|G097|MDO|BAP=Y|1|
20041084|G097|MDO||0|
20041085|G097|MDO||1|
20041119|G097|MDO||2|
20041120|G097|MDO||2|
20041125|G097|MDO||0|
20041126|G097|MDO||0|
20041127|G097|MDO||0|
20041163|G097|MDO||0|
20041164|G097|MDO||1|
20041194|G097|MDO|BAP=Y|1000|
20041237|G097|MDO||1|
20041249|G097|MDO|TBO=Y|12|
20041257|G097|MDO|BAP=Y,TBO=N|2|
20041266|G097|MDO|TBO=N|2|
20041348|G097|MDO||6|
20041350|G097|MDO||1|
20041375|G097|MDO||0|
20041385|G097|MDO|TBO=Y|2|
20041399|G097|MDO|TBO=N|1|
20041400|G097|MDO|TBO=N|2|
20041422|G097|MDO||1|
20041430|G097|MDO||2|
20041438|G097|MDO||4|
20041439|G097|MDO||1|C
20041483|G097|MDO||6|
20041523|G097|MDO||1|
20041531|G097|MDO||1|
20041559|G097|MDO||1|
20041560|G097|MDO||1|
20041562|G097|MDO||2|
20041572|G097|MDO|BAP=Y|1|
20041573|G097|MDO||1|
20041574|G097|MDO||1|
20041602|G097|MDO||1|
20041609|G097|MDO||2|
20041619|G097|MDO||1|
20041621|G097|MDO|TBO=N|2|
20041622|G097|MDO|TBO=N|1|
20041623|G097|MDO||1|
20041626|G097|MDO||1|
20041641|G097|MDO||1|
20041671|G097|MDO||1|
20041673|G097|MDO||1|
20041676|G097|MDO||1|
20041685|G097|MDO||1|
20041704|G097|MDO|TBO=N|1|
20041707|G097|MDO||1|
20041753|G097|MDO|TBO=N|1|
20041774|G097|MDO||1|
20041777|G097|MDO||1|
20041779|G097|MDO||1|
20041808|G097|MDO||1|
20041814|G097|MDO||0|
20041848|G097|MDO||2|
20041881|G097|MDO||1|
20041886|G097|MDO||1|
20041887|G097|MDO||1|C
20041890|G097|MDO|TBO=Y|1|
20041937|G097|MDO||2|
20041938|G097|MDO||1|
20041939|G097|MDO||1|
20041942|G097|MDO||1|C
20041990|G097|MDO|TBO=Y|1|
20041999|G097|MDO||6|